L1_orth,L1_L1wiktionary,L1_enwiktionary,L1_ipa,L1_en,L1_disambiguated,L1_suffix,L1_pos,L1_year,L1_macro_family,L1_family,L1_language,L1_region,L1_type,L1_loan,L1_certainty,L1_closest_wold_concept,L1_borrowability,L1_closest_wold_concept_similarity
fűzfapoéta,https://hu.wiktionary.org/wiki/fűzfapoéta#Magyar,https://en.wiktionary.org/wiki/fűzfapoéta#Hungarian,fyːzfɒpoeːtɒ,"builder_of_rhymes, poetaster, rhymester",0,-,n,1636,no_info,no_info,no_info,no_info,no_info,-,certain,"('poetaster', 'battle-axe')",0.258064516,0.529091001
fúzió,https://hu.wiktionary.org/wiki/fúzió#Magyar,https://en.wiktionary.org/wiki/fúzió#Hungarian,fuːzioː,"amalgamation, fusion, merger",0,-,n,1856,no_info,no_info,no_info,no_info,internationalism,+,certain,"('merger', 'announce')",0.235181644,0.647916019
g,https://hu.wiktionary.org/wiki/g#Magyar,https://en.wiktionary.org/wiki/g#Hungarian,ɡ,-,3,+,r,1300,no_info,no_info,no_info,no_info,no_info,-,certain,"('-', 'top')",0.255509899,0.752546787
g,https://hu.wiktionary.org/wiki/g#Magyar,https://en.wiktionary.org/wiki/g#Hungarian,ɡ,-,2,+,r,1018,no_info,no_info,no_info,no_info,no_info,-,certain,"('-', 'top')",0.255509899,0.752546787
g1,https://hu.wiktionary.org/wiki/g1#Magyar,https://en.wiktionary.org/wiki/g1#Hungarian,ɡ1,-,1,+,r,1171,no_info,no_info,no_info,no_info,no_info,-,certain,"('-', 'top')",0.255509899,0.752546787
gabalyít,https://hu.wiktionary.org/wiki/gabalyít#Magyar,https://en.wiktionary.org/wiki/gabalyít#Hungarian,ɡɒbɒjiːt,gabalyít,0,-,n,1755,no_info,no_info,no_info,no_info,derivative,-,certain,(),0,-1
gabona,https://hu.wiktionary.org/wiki/gabona#Magyar,https://en.wiktionary.org/wiki/gabona#Hungarian,ɡɒbonɒ,"corn, grain",0,-,n,1405,IE,Slavic,no_info,Southern,no_info,+,certain,"('corn', 'corn')",0.391566265,1
gácsér,https://hu.wiktionary.org/wiki/gácsér#Magyar,https://en.wiktionary.org/wiki/gácsér#Hungarian,ɡaːt͡ʃeːr,drake,0,-,n,1678,no_info,no_info,no_info,no_info,no_info,-,certain,"('drake', 'freeman')",0.25,0.724631786
gacsos,https://hu.wiktionary.org/wiki/gacsos#Magyar,https://en.wiktionary.org/wiki/gacsos#Hungarian,ɡɒt͡ʃoʃ,gacsos,0,-,n,1647,no_info,no_info,no_info,no_info,derivative,-,certain,(),0,-1
gadóc,https://hu.wiktionary.org/wiki/gadóc#Magyar,https://en.wiktionary.org/wiki/gadóc#Hungarian,ɡɒdoːt͡s,gadóc,0,-,a,1794,no_info,no_info,no_info,no_info,neologism,-,uncertain,(),0,-1
gádor,https://hu.wiktionary.org/wiki/gádor#Magyar,https://en.wiktionary.org/wiki/gádor#Hungarian,ɡaːdor,Gador,0,-,n,1416,IE,Germanic,German,no_info,no_info,+,certain,(),0,-1
gágog,https://hu.wiktionary.org/wiki/gágog#Magyar,https://en.wiktionary.org/wiki/gágog#Hungarian,ɡaːɡoɡ,"cackle, gaggle, honk",0,-,n,1585,no_info,no_info,no_info,no_info,derivative,-,certain,"('honk', 'shout')",0.104651163,0.617294431
gagyog,https://hu.wiktionary.org/wiki/gagyog#Magyar,https://en.wiktionary.org/wiki/gagyog#Hungarian,ɡɒɟoɡ,"babble, chirp, gurgle",0,-,n,1725,no_info,no_info,no_info,no_info,no_info,-,certain,"('babble', 'shriek')",0.184397163,0.643228352
gajdesz,https://hu.wiktionary.org/wiki/gajdesz#Magyar,https://en.wiktionary.org/wiki/gajdesz#Hungarian,ɡɒjdɛs,gajdesz,0,-,n,1911,unknown,unknown,unknown,unknown,unknown,+,certain,(),0,-1
gajdol,https://hu.wiktionary.org/wiki/gajdol#Magyar,https://en.wiktionary.org/wiki/gajdol#Hungarian,ɡɒjdol,gajdol,0,-,n,1604,no_info,no_info,no_info,no_info,no_info,-,certain,(),0,-1
gál,https://hu.wiktionary.org/wiki/gál#Magyar,https://en.wiktionary.org/wiki/gál#Hungarian,ɡaːl,-,0,+,r,1416,no_info,no_info,no_info,no_info,no_info,-,certain,"('-', 'top')",0.255509899,0.752546787
gála,https://hu.wiktionary.org/wiki/gála#Magyar,https://en.wiktionary.org/wiki/gála#Hungarian,ɡaːlɒ,kid-glove,0,-,n,1699,IE,Germanic,German,no_info,no_info,+,certain,(),0,-1
galacsin,https://hu.wiktionary.org/wiki/galacsin#Magyar,https://en.wiktionary.org/wiki/galacsin#Hungarian,ɡɒlɒt͡ʃin,pellet,0,-,n,1560,unknown,unknown,unknown,unknown,unknown,+,certain,"('pellet', 'pipe')",0.601851852,0.655906379
galád,https://hu.wiktionary.org/wiki/galád#Magyar,https://en.wiktionary.org/wiki/galád#Hungarian,ɡɒlaːd,"atrocious, dirty",0,-,n,1372,no_info,no_info,no_info,no_info,from proper noun,-,certain,"('dirty', 'dirty')",0.133757962,0.99999994
galagonya,https://hu.wiktionary.org/wiki/galagonya#Magyar,https://en.wiktionary.org/wiki/galagonya#Hungarian,ɡɒlɒɡoɲɒ,"hawthorn, may",0,-,n,1327,no_info,no_info,no_info,no_info,no_info,-,certain,"('may', 'because')",0.354368932,0.863191068
galaktika,https://hu.wiktionary.org/wiki/galaktika#Magyar,https://en.wiktionary.org/wiki/galaktika#Hungarian,ɡɒlɒktikɒ,galaxy,0,-,n,1965,IE,Romance,Latin,no_info,general,+,certain,"('galaxy', 'star')",0.170318725,0.537391901
galamb,https://hu.wiktionary.org/wiki/galamb#Magyar,https://en.wiktionary.org/wiki/galamb#Hungarian,ɡɒlɒmb,"dove, pigeon",0,-,n,1372,no_info,no_info,no_info,no_info,no_info,-,certain,"('dove', 'dove')",0.262820513,1
galand,https://hu.wiktionary.org/wiki/galand#Magyar,https://en.wiktionary.org/wiki/galand#Hungarian,ɡɒlɒnd,galand,0,-,n,1627,IE,Germanic,German,no_info,no_info,+,certain,"('galand', 'thresh')",0.173611111,0.445168912
galanga,https://hu.wiktionary.org/wiki/galanga#Magyar,https://en.wiktionary.org/wiki/galanga#Hungarian,ɡɒlɒnɡɒ,"galanga, Galangal, galingale",0,-,n,1577,IE,Romance,Latin,no_info,general,+,certain,(),0,-1
gáláns,https://hu.wiktionary.org/wiki/gáláns#Magyar,https://en.wiktionary.org/wiki/gáláns#Hungarian,ɡaːlaːnʃ,gallant,0,-,v,1769,no_info,no_info,no_info,no_info,internationalism,+,certain,"('gallant', 'brave')",0.284638554,0.617399275
galeri,https://hu.wiktionary.org/wiki/galeri#Magyar,https://en.wiktionary.org/wiki/galeri#Hungarian,ɡɒlɛri,gangland,0,-,n,1900,IE,Germanic,German,no_info,no_info,+,certain,"('gangland', 'arson')",0.128424658,0.682540417
galeri,https://hu.wiktionary.org/wiki/galeri#Magyar,https://en.wiktionary.org/wiki/galeri#Hungarian,ɡɒlɛri,gangland,0,-,n,1900,IE,Germanic,German,no_info,no_info,+,certain,"('gangland', 'arson')",0.128424658,0.682540417
galéria,https://hu.wiktionary.org/wiki/galéria#Magyar,https://en.wiktionary.org/wiki/galéria#Hungarian,ɡɒleːriɒ,"gallery, loft",0,-,n,1711,no_info,no_info,no_info,no_info,internationalism,+,certain,"('gallery', 'garden')",0.46177686,0.681317568
galeta,https://hu.wiktionary.org/wiki/galeta#Magyar,https://en.wiktionary.org/wiki/galeta#Hungarian,ɡɒlɛtɒ,galeta,0,-,n,1610,no_info,no_info,no_info,no_info,internationalism, Wanderwort,"+,",(),0,-1
galiba,https://hu.wiktionary.org/wiki/galiba#Magyar,https://en.wiktionary.org/wiki/galiba#Hungarian,ɡɒlibɒ,"mix_up, trouble, fuss",0,-,n,1552,unknown,unknown,unknown,unknown,unknown,+,certain,"('trouble', 'turn')",0.148288973,0.842698514
gálickő,https://hu.wiktionary.org/wiki/gálickő#Magyar,https://en.wiktionary.org/wiki/gálickő#Hungarian,ɡaːlit͡skøː,Galicki,0,-,n,1516,no_info,no_info,no_info,no_info,no_info,-,certain,(),0,-1
gall,https://hu.wiktionary.org/wiki/gall#Magyar,https://en.wiktionary.org/wiki/gall#Hungarian,ɡɒlː,Gaul,0,-,n,1559,IE,Romance,Latin,no_info,general,+,certain,(),0,-1
gallér,https://hu.wiktionary.org/wiki/gallér#Magyar,https://en.wiktionary.org/wiki/gallér#Hungarian,ɡɒlːeːr,"bands, collar, neck",0,-,n,1395,IE,Germanic,German,no_info,no_info,+,certain,"('neck', 'neck')",0.105,1
gallicizmus,https://hu.wiktionary.org/wiki/gallicizmus#Magyar,https://en.wiktionary.org/wiki/gallicizmus#Hungarian,ɡɒlːit͡sizmuʃ,Gallicism,0,-,n,1802,no_info,no_info,no_info,no_info,internationalism,+,certain,(),0,-1
gally,https://hu.wiktionary.org/wiki/gally#Magyar,https://en.wiktionary.org/wiki/gally#Hungarian,ɡɒjː,"bough, snub, spray, twig",0,-,n,1595,IE,Slavic,Slovenian,no_info,no_info,+,uncertain,"('spray', 'brush')",0.484177215,0.751468897
galóca,https://hu.wiktionary.org/wiki/galóca#Magyar,https://en.wiktionary.org/wiki/galóca#Hungarian,ɡɒloːt͡sɒ,amanita,2,-,n,1783,IE,Slavic,Slovenian,no_info,no_info,+,uncertain,"('amanita', 'porpoise')",0.554347826,0.583534479
galóca,https://hu.wiktionary.org/wiki/galóca#Magyar,https://en.wiktionary.org/wiki/galóca#Hungarian,ɡɒloːt͡sɒ,amanita,1,-,n,1512,IE,Slavic,Croatian, Serbian,no_info,-,"+,?","('amanita', 'porpoise')",0.554347826,0.583534479
galopp,https://hu.wiktionary.org/wiki/galopp#Magyar,https://en.wiktionary.org/wiki/galopp#Hungarian,ɡɒlopː,gallop,0,-,n,1786,IE,Germanic,German,no_info,no_info,+,certain,"('gallop', 'cock')",0.298901099,0.601064682
galoppíroz,https://hu.wiktionary.org/wiki/galoppíroz#Magyar,https://en.wiktionary.org/wiki/galoppíroz#Hungarian,ɡɒlopːiːroz,galoppíroz,0,-,n,1663,IE,Germanic,German,no_info,no_info,+,certain,(),0,-1
galuska,https://hu.wiktionary.org/wiki/galuska#Magyar,https://en.wiktionary.org/wiki/galuska#Hungarian,ɡɒluʃkɒ,noodle,0,-,n,1683,b) Lengyel jövevényszavak ?,IE,Slavic,Polish,no_info,+,certain,"('noodle', 'soup')",0.530809859,0.751275301
galvánelem,https://hu.wiktionary.org/wiki/galvánelem#Magyar,https://en.wiktionary.org/wiki/galvánelem#Hungarian,ɡɒlvaːnɛlɛm,cell,0,-,n,1892,no_info,no_info,no_info,no_info,no_info,-,certain,"('cell', 'brain')",0.132432432,0.738573551
galvanizál,https://hu.wiktionary.org/wiki/galvanizál#Magyar,https://en.wiktionary.org/wiki/galvanizál#Hungarian,ɡɒlvɒnizaːl,"electrodeposit, electroplate, galvanize, plate",0,-,n,1804,IE,Romance,Latin,no_info,general,+,uncertain,"('plate', 'plate')",0.538551402,1.000000119
gálya,https://hu.wiktionary.org/wiki/gálya#Magyar,https://en.wiktionary.org/wiki/gálya#Hungarian,ɡaːjɒ,"galleon, galley",0,-,n,1241,IE,Romance,Italian,mostly North-Italian,no_info,+,certain,"('galleon', 'elf')",0.4875,0.476265252
gáncs,https://hu.wiktionary.org/wiki/gáncs#Magyar,https://en.wiktionary.org/wiki/gáncs#Hungarian,ɡaːnt͡ʃ,"reflection, slur, stricture, trip",0,-,n,1565,no_info,no_info,no_info,no_info,no_info,-,certain,"('trip', 'day')",0.190265487,0.779844046
ganéj,https://hu.wiktionary.org/wiki/ganéj#Magyar,https://en.wiktionary.org/wiki/ganéj#Hungarian,ɡɒneːj,"chip, dung, manure, muck",0,-,n,1372,no_info,no_info,no_info,no_info,no_info,-,certain,"('muck', 'stinking')",0.017928287,0.708809793
gang,https://hu.wiktionary.org/wiki/gang#Magyar,https://en.wiktionary.org/wiki/gang#Hungarian,ɡɒnɡ,"(informal) hanging corridor (along the main walls of the courtyard of a tenement building, a major venue of socializing with neighbours)",0,-,r,1767,IE,Germanic,German,no_info,no_info,+,certain,(),0,-1
gangos,https://hu.wiktionary.org/wiki/gangos#Magyar,https://en.wiktionary.org/wiki/gangos#Hungarian,ɡɒnɡoʃ,Upgraded,0,-,n,1636,no_info,no_info,no_info,no_info,derivative,-,uncertain,(),0,-1
gányol,https://hu.wiktionary.org/wiki/gányol#Magyar,https://en.wiktionary.org/wiki/gányol#Hungarian,ɡaːɲol,"(colloquial) to mess up, to botch (to make or do something in a negligent, slovenly way)",0,-,a,1560,no_info,no_info,no_info,no_info,derivative,-,certain,(),0,-1
garaboly,https://hu.wiktionary.org/wiki/garaboly#Magyar,https://en.wiktionary.org/wiki/garaboly#Hungarian,ɡɒrɒboj,"(dialectal) handbasket (a small, round, wicker basket with a handle)",0,-,a,1739,no_info,no_info,no_info,no_info,no_info,+,uncertain,"('round', 'round')",0.181985294,0.99999994
garaboncia,https://hu.wiktionary.org/wiki/garaboncia#Magyar,https://en.wiktionary.org/wiki/garaboncia#Hungarian,ɡɒrɒbont͡siɒ,garaboncia,0,-,n,1621,IE,Romance,Italian,mostly North-Italian,no_info,+,certain,(),0,-1
garád,https://hu.wiktionary.org/wiki/garád#Magyar,https://en.wiktionary.org/wiki/garád#Hungarian,ɡɒraːd,pharynx,0,-,n,1588,IE,Slavic,Croatian, Serbian,no_info,-,"+,","('pharynx', 'intestines')",0.165,0.672648907
garancia,https://hu.wiktionary.org/wiki/garancia#Magyar,https://en.wiktionary.org/wiki/garancia#Hungarian,ɡɒrɒnt͡siɒ,"assurance, guarantee, safeguard, warrant, warranty",0,-,n,1706,no_info,no_info,no_info,no_info,internationalism,+,certain,"('guarantee', 'promise')",0.321428571,0.782141328
garantál,https://hu.wiktionary.org/wiki/garantál#Magyar,https://en.wiktionary.org/wiki/garantál#Hungarian,ɡɒrɒntaːl,"guarantee, warrant",0,-,v,1891,no_info,no_info,no_info,no_info,no_info,-,certain,"('guarantee', 'promise')",0.321428571,0.782141328
garas,https://hu.wiktionary.org/wiki/garas#Magyar,https://en.wiktionary.org/wiki/garas#Hungarian,ɡɒrɒʃ,copper,0,-,n,1460,no_info,no_info,no_info,no_info,internationalism, Wanderwort,"+,","('copper', 'copper')",0.586419753,1
garat,https://hu.wiktionary.org/wiki/garat#Magyar,https://en.wiktionary.org/wiki/garat#Hungarian,ɡɒrɒt,"boot, gorge, gullet, hopper",0,-,n,1540,no_info,no_info,no_info,no_info,no_info,-,certain,"('boot', 'boot')",0.674496644,1
garázda,https://hu.wiktionary.org/wiki/garázda#Magyar,https://en.wiktionary.org/wiki/garázda#Hungarian,ɡɒraːzdɒ,"riotous, rowdy, ruffianly, truculent",0,-,a,1519,unknown,unknown,unknown,unknown,unknown,+,certain,"('rowdy', 'crowd')",0.289383562,0.628696203
garázs,https://hu.wiktionary.org/wiki/garázs#Magyar,https://en.wiktionary.org/wiki/garázs#Hungarian,ɡɒraːʒ,garage,0,-,n,1909,no_info,no_info,no_info,no_info,internationalism,+,certain,"('garage', 'shop')",0.70212766,0.755203068
garda,https://hu.wiktionary.org/wiki/garda#Magyar,https://en.wiktionary.org/wiki/garda#Hungarian,ɡɒrdɒ,"ziege, sichel, sabre_carp, sabrefish, pelecus_cultratus",0,-,n,1525,no_info,no_info,no_info,no_info,no_info,-,certain,"('ziege', 'crouch')",0.215909091,0.663609624
gárda,https://hu.wiktionary.org/wiki/gárda#Magyar,https://en.wiktionary.org/wiki/gárda#Hungarian,ɡaːrdɒ,Guards,0,-,n,1663,no_info,no_info,no_info,no_info,internationalism,+,certain,(),0,-1
gardedám,https://hu.wiktionary.org/wiki/gardedám#Magyar,https://en.wiktionary.org/wiki/gardedám#Hungarian,ɡɒrdɛdaːm,"chaperon, chaperone",0,-,n,1708,IE,Germanic,German,no_info,no_info,+,certain,"('chaperon', 'yam')",0.302238806,0.455929697
gardíroz,https://hu.wiktionary.org/wiki/gardíroz#Magyar,https://en.wiktionary.org/wiki/gardíroz#Hungarian,ɡɒrdiːroz,"chaperon, chaperone",0,-,n,1790,IE,Germanic,German,no_info,no_info,+,certain,"('chaperon', 'yam')",0.302238806,0.455929697
gardrób,https://hu.wiktionary.org/wiki/gardrób#Magyar,https://en.wiktionary.org/wiki/gardrób#Hungarian,ɡɒrdroːb,wardrobe,0,-,r,1793,no_info,no_info,no_info,no_info,internationalism,+,certain,"('wardrobe', 'clothes')",0.197169811,0.709099889
gargarizál,https://hu.wiktionary.org/wiki/gargarizál#Magyar,https://en.wiktionary.org/wiki/gargarizál#Hungarian,ɡɒrɡɒrizaːl,gargle,0,-,n,1577,IE,Romance,Latin,no_info,general,+,certain,"('gargle', 'screwdriver')",0.592682927,0.531976581
garmada,https://hu.wiktionary.org/wiki/garmada#Magyar,https://en.wiktionary.org/wiki/garmada#Hungarian,ɡɒrmɒdɒ,There_are_a_ton,0,-,a,1621,no_info,no_info,no_info,no_info,no_info,-,certain,(),0,-1
garníroz,https://hu.wiktionary.org/wiki/garníroz#Magyar,https://en.wiktionary.org/wiki/garníroz#Hungarian,ɡɒrniːroz,garníroz,0,-,n,1757,IE,Germanic,German,no_info,no_info,+,certain,(),0,-1
garniszálloda,https://hu.wiktionary.org/wiki/garniszálloda#Magyar,https://en.wiktionary.org/wiki/garniszálloda#Hungarian,ɡɒrnisaːlːodɒ,garnihotel,0,-,r,1877,no_info,no_info,no_info,no_info,no_info,-,certain,(),0,-1
garnitúra,https://hu.wiktionary.org/wiki/garnitúra#Magyar,https://en.wiktionary.org/wiki/garnitúra#Hungarian,ɡɒrnituːrɒ,"set, suit, suite, suite_of_furniture",0,-,n,1750,IE,Germanic,German,no_info,no_info,+,certain,"('set', 'next')",0.033333333,0.867740631
garnizon,https://hu.wiktionary.org/wiki/garnizon#Magyar,https://en.wiktionary.org/wiki/garnizon#Hungarian,ɡɒrnizon,garrison,0,-,n,1685,IE,Germanic,German,no_info,no_info,+,certain,"('garrison', 'army')",0.562765957,0.748884976
garral,https://hu.wiktionary.org/wiki/garral#Magyar,https://en.wiktionary.org/wiki/garral#Hungarian,ɡɒrːɒl,Garrel,0,-,n,1693,no_info,no_info,no_info,no_info,fossilised suffixed form,-,certain,(),0,-1
garzon,https://hu.wiktionary.org/wiki/garzon#Magyar,https://en.wiktionary.org/wiki/garzon#Hungarian,ɡɒrzon,studio,0,-,n,1835,IE,Romance,Italian,mostly North-Italian,no_info,+,certain,"('studio', 'music')",0.580357143,0.830431283
gat,https://hu.wiktionary.org/wiki/gat#Magyar,https://en.wiktionary.org/wiki/gat#Hungarian,ɡɒt,-,0,+,r,1256,no_info,no_info,no_info,no_info,no_info,-,certain,"('-', 'top')",0.255509899,0.752546787
gát,https://hu.wiktionary.org/wiki/gát#Magyar,https://en.wiktionary.org/wiki/gát#Hungarian,ɡaːt,"baffle, bar, barrage, dike, dyke, hindrance, hurdle, obstacle, pen, seal, shackle, traverse, weir",0,-,n,1256,IE,Slavic,Slovak,no_info,no_info,+,uncertain,"('pen', 'pen')",0.726804124,1
gátor,https://hu.wiktionary.org/wiki/gátor#Magyar,https://en.wiktionary.org/wiki/gátor#Hungarian,ɡaːtor,mediastinum,0,-,n,1604,IE,Germanic,German,no_info,no_info,+,certain,"('mediastinum', 'earwax')",0.077922078,0.519531727
gatya,https://hu.wiktionary.org/wiki/gatya#Magyar,https://en.wiktionary.org/wiki/gatya#Hungarian,ɡɒcɒ,pair_of_drawers,0,-,n,1530,IE,Slavic,Croatian, Serbian,no_info,-,"+,",(),0,-1
gavallér,https://hu.wiktionary.org/wiki/gavallér#Magyar,https://en.wiktionary.org/wiki/gavallér#Hungarian,ɡɒvɒlːeːr,"beaus, gallant, handsome, spark, squire",0,-,n,1628,no_info,no_info,no_info,no_info,internationalism, Wanderwort,"+,","('spark', 'wave')",0.133522727,0.744557023
gaz,https://hu.wiktionary.org/wiki/gaz#Magyar,https://en.wiktionary.org/wiki/gaz#Hungarian,ɡɒz,"nefarious, rascally, roguish, scoundrelly, weed",0,-,n,1512,no_info,no_info,no_info,no_info,no_info,-,certain,"('weed', 'worm')",0.124309392,0.641662657
gáz,https://hu.wiktionary.org/wiki/gáz#Magyar,https://en.wiktionary.org/wiki/gáz#Hungarian,ɡaːz,gas,0,-,n,1789,no_info,no_info,no_info,no_info,internationalism,+,certain,"('gas', 'oil')",0.599753695,0.831340075
gazda,https://hu.wiktionary.org/wiki/gazda#Magyar,https://en.wiktionary.org/wiki/gazda#Hungarian,ɡɒzdɒ,"baas, boss_cocky, farmer",0,-,n,1372,no_info,no_info,no_info,no_info,no_info,+,uncertain,"('farmer', 'farmer')",0.443478261,1
gazdag,https://hu.wiktionary.org/wiki/gazdag#Magyar,https://en.wiktionary.org/wiki/gazdag#Hungarian,ɡɒzdɒɡ,"affluent, crackerjack, crummy, exuberant, fat, fraught, luxuriant, mellow, plentiful, redundant, rich, sumptuous, wealthy, well_possessed, well-to-do",0,-,a,1372,IE,Indo-Iranian,Alanian,no_info,no_info,+,uncertain,"('fat', 'fat')",0.180434783,1
gazella,https://hu.wiktionary.org/wiki/gazella#Magyar,https://en.wiktionary.org/wiki/gazella#Hungarian,ɡɒzɛlːɒ,gazelle,0,-,n,1794,no_info,no_info,no_info,no_info,internationalism,+,certain,"('gazelle', 'stingray')",0.238636364,0.611701488
gazember,https://hu.wiktionary.org/wiki/gazember#Magyar,https://en.wiktionary.org/wiki/gazember#Hungarian,ɡɒzɛmbɛr,"bad_hat, bad_lot, badmash, blackguard, bugger, cad, miscreant, rascal, rogue, s.o.b., scoundrel, shag, son_of_a_bitch, villain",0,-,n,1611,no_info,no_info,no_info,no_info,no_info,-,certain,"('shag', 'rug')",0.671232877,0.691001534
gázol,https://hu.wiktionary.org/wiki/gázol#Magyar,https://en.wiktionary.org/wiki/gázol#Hungarian,ɡaːzol,"wade, wallow",0,-,v,1517,IE,Slavic,no_info,Southern,no_info,+,certain,"('wallow', 'yawn')",0.119047619,0.6784814
gázsi,https://hu.wiktionary.org/wiki/gázsi#Magyar,https://en.wiktionary.org/wiki/gázsi#Hungarian,ɡaːʒi,Gazsi,0,-,n,1707,IE,Germanic,German,no_info,no_info,+,certain,(),0,-1
gazsulíroz,https://hu.wiktionary.org/wiki/gazsulíroz#Magyar,https://en.wiktionary.org/wiki/gazsulíroz#Hungarian,ɡɒʒuliːroz,gazsulíroz,0,-,a,1816,IE,Germanic,German,no_info,no_info,+,certain,(),0,-1
gebe,https://hu.wiktionary.org/wiki/gebe#Magyar,https://en.wiktionary.org/wiki/gebe#Hungarian,ɡɛbɛ,"jade, nag, plug, skin",0,-,r,1566,no_info,no_info,no_info,no_info,change of part of speech,-,uncertain,"('skin', 'skin')",0.111524164,1
gebed,https://hu.wiktionary.org/wiki/gebed#Magyar,https://en.wiktionary.org/wiki/gebed#Hungarian,ɡɛbɛd,nag,0,-,a,1604,no_info,no_info,no_info,no_info,derivative,-,certain,"('nag', 'seagull')",0.21,0.518094003
gébics,https://hu.wiktionary.org/wiki/gébics#Magyar,https://en.wiktionary.org/wiki/gébics#Hungarian,ɡeːbit͡ʃ,shrike,0,-,r,1793,no_info,no_info,no_info,no_info,no_info,-,certain,"('shrike', 'beak')",0.260180995,0.741890132
gebin,https://hu.wiktionary.org/wiki/gebin#Magyar,https://en.wiktionary.org/wiki/gebin#Hungarian,ɡɛbin,gebiet,0,-,n,1959,IE,Germanic,German,no_info,no_info,+,certain,(),0,-1
