L2_orth,L2_link,L2_latin,L2_ipa,L2_en,L2_pos,L2_in
𐌲𐌰𐌸𐍂𐌰𐍆𐍃𐍄𐌴𐌹𐌽𐍃,https://en.wiktionary.org/wiki/𐌲𐌰𐌸𐍂𐌰𐍆𐍃𐍄𐌴𐌹𐌽𐍃#Gothic,gaþrafstēins,ɡaθraɸsteɪns,"consolation, solace",n,ɡaθraɸsteɪns
𐌲𐌰𐌸𐍂𐌰𐍆𐍃𐍄𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌸𐍂𐌰𐍆𐍃𐍄𐌾𐌰𐌽#Gothic,gaþrafstjan,ɡaθraɸstjan,"console, comfort",v,ɡaθraɸstj
𐌲𐌰𐌸𐍂𐌴𐌹𐌷𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌸𐍂𐌴𐌹𐌷𐌰𐌽#Gothic,gaþrēihan,ɡaθreɪhan,"oppress, trouble",v,ɡaθreɪh
𐌲𐌰𐌹𐌰𐌹𐌽𐌽𐌰,https://en.wiktionary.org/wiki/𐌲𐌰𐌹𐌰𐌹𐌽𐌽𐌰#Gothic,gaiainna,ɡɛɛnna,hell,n,ɡɛɛnna
𐌲𐌰𐌹𐌱𐌽𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌹𐌱𐌽𐌾𐌰𐌽#Gothic,gaibnjan,ɡɛβn̥jan,"level, make_even",v,ɡɛβn̥j
𐌲𐌰𐌹𐌳𐍂𐌴𐌹𐌲𐍉𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌹𐌳𐍂𐌴𐌹𐌲𐍉𐌽#Gothic,gaidrēigōn,ɡɛðreɪɣon,"regret, repent",v,ɡɛðreɪɣon
𐌲𐌰𐌹𐌳𐍅,https://en.wiktionary.org/wiki/𐌲𐌰𐌹𐌳𐍅#Gothic,gaidw,ɡɛðw,"lack, want",n,ɡɛðw
𐌲𐌰𐌹𐌻𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌹𐌻𐌾𐌰𐌽#Gothic,gailjan,ɡɛljan,make_glad,v,ɡɛlj
𐌲𐌰𐌹𐍂𐌳𐌰,https://en.wiktionary.org/wiki/𐌲𐌰𐌹𐍂𐌳𐌰#Gothic,gairda,ɡɛrda,girdle,n,ɡɛrda
𐌲𐌰𐌹𐍂𐌽𐌴𐌹,https://en.wiktionary.org/wiki/𐌲𐌰𐌹𐍂𐌽𐌴𐌹#Gothic,gairnēi,ɡɛrneɪ,"desire, longing",n,ɡɛrneɪ
𐌲𐌰𐌹𐍂𐌽𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌹𐍂𐌽𐌾𐌰𐌽#Gothic,gairnjan,ɡɛrn̥jan,"desire, covet",v,ɡɛrn̥j
𐌲𐌰𐌹𐍂𐌽𐍃,https://en.wiktionary.org/wiki/Reconstruction:Gothic/𐌲𐌰𐌹𐍂𐌽𐍃#Gothic,gairns,ɡɛrn̥s,,r,ɡɛrn̥s
𐌲𐌰𐌹𐍂𐌿𐌽𐌹,https://en.wiktionary.org/wiki/𐌲𐌰𐌹𐍂𐌿𐌽𐌹#Gothic,gairuni,ɡɛrunɪ,"eagerness,desire",n,ɡɛrunɪ
𐌲𐌰𐌹𐍃𐌰𐌻𐌰𐌹𐌺𐍃,https://en.wiktionary.org/wiki/Reconstruction:Gothic/𐌲𐌰𐌹𐍃𐌰𐌻𐌰𐌹𐌺𐍃#Gothic,gaisalaiks,ɡɛsalɛks,,r,ɡɛsalɛks
𐌲𐌰𐌹𐍄𐌴𐌹𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌹𐍄𐌴𐌹𐌽#Gothic,gaitēin,ɡɛteɪn,kid,n,ɡɛteɪn
𐌲𐌰𐌹𐍄𐍃,https://en.wiktionary.org/wiki/𐌲𐌰𐌹𐍄𐍃#Gothic,gaits,ɡɛts,goat,n,ɡɛts
𐌲𐌰𐌺𐌰𐌽𐌽𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌺𐌰𐌽𐌽𐌾𐌰𐌽#Gothic,gakannjan,ɡakann̥jan,make_known,v,ɡakann̥j
𐌲𐌰𐌺𐌰𐌿𐍃𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌺𐌰𐌿𐍃𐌾𐌰𐌽#Gothic,gakausjan,ɡakɔsjan,prove,v,ɡakɔsj
𐌲𐌰𐌺𐌰𐍂𐍉𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌺𐌰𐍂𐍉𐌽#Gothic,gakarōn,ɡakaron,"care, be_concerned",v,ɡakaron
𐌲𐌰𐌺𐌹𐌿𐍃𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌺𐌹𐌿𐍃𐌰𐌽#Gothic,gakiusan,ɡakɪusan,"prove, test",v,ɡakɪus
𐌲𐌰𐌺𐌿𐌽𐌳𐍃,https://en.wiktionary.org/wiki/𐌲𐌰𐌺𐌿𐌽𐌳𐍃#Gothic,gakunds,ɡakunds,"persuasion, compliance",n,ɡakunds
𐌲𐌰𐌺𐌿𐌽𐌸𐍃,https://en.wiktionary.org/wiki/𐌲𐌰𐌺𐌿𐌽𐌸𐍃#Gothic,gakunþs,ɡakunθs,"Semantically_unclear, used_in_, phrase_uf_gakunþai, translating_ἀρχόμενος.",n,ɡakunθs
𐌲𐌰𐌺𐌿𐌽𐌽𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌺𐌿𐌽𐌽𐌰𐌽#Gothic,gakunnan,ɡakunnan,subject_oneself_or_defer_another's_authority,v,ɡakunn
𐌲𐌰𐌺𐌿𐍃𐍄𐍃,https://en.wiktionary.org/wiki/𐌲𐌰𐌺𐌿𐍃𐍄𐍃#Gothic,gakusts,ɡakusts,"trial, test",n,ɡakusts
𐌲𐌰𐌺𐍂𐍉𐍄𐍉𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌺𐍂𐍉𐍄𐍉𐌽#Gothic,gakrōtōn,ɡakroton,"break, crush",v,ɡakroton
𐌲𐌰𐌻𐌰𐌲𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌻𐌰𐌲𐌾𐌰𐌽#Gothic,galagjan,ɡalaɣjan,"lay, put_or_cast_down",v,ɡalaɣj
𐌲𐌰𐌻𐌰𐌸𐍉𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌻𐌰𐌸𐍉𐌽#Gothic,galaþōn,ɡalaθon,"call_together, convoke",v,ɡalaθon
𐌲𐌰𐌻𐌰𐌹𐍃𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌻𐌰𐌹𐍃𐌾𐌰𐌽#Gothic,galaisjan,ɡalɛsjan,teach,v,ɡalɛsj
𐌲𐌰𐌻𐌰𐌹𐍃𐍄𐌰,https://en.wiktionary.org/wiki/𐌲𐌰𐌻𐌰𐌹𐍃𐍄𐌰#Gothic,galaista,ɡalɛsta,follower,n,ɡalɛsta
𐌲𐌰𐌻𐌰𐌹𐍃𐍄𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌻𐌰𐌹𐍃𐍄𐌾𐌰𐌽#Gothic,galaistjan,ɡalɛstjan,"follow, pursue",v,ɡalɛstj
𐌲𐌰𐌻𐌰𐌿𐌱𐌴𐌹𐌽𐍃,https://en.wiktionary.org/wiki/𐌲𐌰𐌻𐌰𐌿𐌱𐌴𐌹𐌽𐍃#Gothic,galaubēins,ɡalɔβeɪns,"belief, faith",n,ɡalɔβeɪns
𐌲𐌰𐌻𐌰𐌿𐌱𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌻𐌰𐌿𐌱𐌾𐌰𐌽#Gothic,galaubjan,ɡalɔβjan,believe,v,ɡalɔβj
𐌲𐌰𐌻𐌰𐌿𐌲𐌽𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌻𐌰𐌿𐌲𐌽𐌾𐌰𐌽#Gothic,galaugnjan,ɡalɔɣn̥jan,hide,v,ɡalɔɣn̥j
𐌲𐌰𐌻𐌰𐌿𐍃𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌻𐌰𐌿𐍃𐌾𐌰𐌽#Gothic,galausjan,ɡalɔsjan,"make_loose_or_free, set_free",v,ɡalɔsj
𐌲𐌰𐌻𐌰𐌿𐍆𐍃,https://en.wiktionary.org/wiki/𐌲𐌰𐌻𐌰𐌿𐍆𐍃#Gothic,galaufs,ɡalɔɸs,"valuable, costly, expensive",a,ɡalɔɸs
𐌲𐌰𐌻𐌰𐍄𐌹𐌰,https://en.wiktionary.org/wiki/𐌲𐌰𐌻𐌰𐍄𐌹𐌰#Gothic,galatia,ɡalatɪa,Galatia,n,ɡalatɪa
𐌲𐌰𐌻𐌰𐍄𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌻𐌰𐍄𐌾𐌰𐌽#Gothic,galatjan,ɡalatjan,"hinder, restrain, stop",v,ɡalatj
𐌲𐌰𐌻𐌰𐍄𐍃,https://en.wiktionary.org/wiki/𐌲𐌰𐌻𐌰𐍄𐍃#Gothic,galats,ɡalats,", Galatian",n,ɡalats
𐌲𐌰𐌻𐌲𐌰,https://en.wiktionary.org/wiki/𐌲𐌰𐌻𐌲𐌰#Gothic,galga,ɡalɡa,stake,n,ɡalɡa
𐌲𐌰𐌻𐌴𐌹𐌸𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌻𐌴𐌹𐌸𐌰𐌽#Gothic,galēiþan,ɡaleɪθan,"depart, go_away, set_out",v,ɡaleɪθ
𐌲𐌰𐌻𐌴𐌹𐌺𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌻𐌴𐌹𐌺𐌰𐌽#Gothic,galēikan,ɡaleɪkan,please,v,ɡaleɪk
𐌲𐌰𐌻𐌴𐌹𐌺𐌹,https://en.wiktionary.org/wiki/𐌲𐌰𐌻𐌴𐌹𐌺𐌹#Gothic,galēiki,ɡaleɪkɪ,likeness,n,ɡaleɪkɪ
𐌲𐌰𐌻𐌴𐌹𐌺𐌹𐌽𐍉𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌻𐌴𐌹𐌺𐌹𐌽𐍉𐌽#Gothic,galēikinōn,ɡaleɪkɪnon,Alternative_form_of_𐌲𐌰𐌻𐌴𐌺𐌹𐌽𐍉𐌽,v,ɡaleɪkɪnon
𐌲𐌰𐌻𐌴𐌹𐌺𐍃,https://en.wiktionary.org/wiki/𐌲𐌰𐌻𐌴𐌹𐌺𐍃#Gothic,galēiks,ɡaleɪks,"alike, similar",a,ɡaleɪks
𐌲𐌰𐌻𐌴𐌹𐌺𐍉𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌻𐌴𐌹𐌺𐍉𐌽#Gothic,galēikōn,ɡaleɪkon,compare,v,ɡaleɪkon
𐌲𐌰𐌻𐌴𐌺𐌹𐌽𐍉𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌻𐌴𐌺𐌹𐌽𐍉𐌽#Gothic,galēkinōn,ɡalekɪnon,"heal, cure",v,ɡalekɪnon
𐌲𐌰𐌻𐌴𐍅𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌻𐌴𐍅𐌾𐌰𐌽#Gothic,galēwjan,ɡalewjan,"hand_over, surrender",v,ɡalewj
𐌲𐌰𐌻𐌹𐌲𐍂𐌹,https://en.wiktionary.org/wiki/𐌲𐌰𐌻𐌹𐌲𐍂𐌹#Gothic,galigri,ɡalɪɣrɪ,sexual_intercourse,n,ɡalɪɣrɪ
𐌲𐌰𐌻𐌹𐌿𐌲,https://en.wiktionary.org/wiki/𐌲𐌰𐌻𐌹𐌿𐌲#Gothic,galiug,ɡalɪuɣ,", lie, falsehood",n,ɡalɪuɣ
𐌲𐌰𐌻𐌹𐌿𐌲𐌰𐌰𐍀𐌰𐌿𐍃𐍄𐌰𐌿𐌻𐌿𐍃,https://en.wiktionary.org/wiki/𐌲𐌰𐌻𐌹𐌿𐌲𐌰𐌰𐍀𐌰𐌿𐍃𐍄𐌰𐌿𐌻𐌿𐍃#Gothic,galiugaapaustaulus,ɡalɪuɣaapɔstɔlus,false_apostle,n,ɡalɪuɣaapɔstɔlus
𐌲𐌰𐌻𐌹𐌿𐌲𐌰𐌱𐍂𐍉𐌸𐌰𐍂,https://en.wiktionary.org/wiki/𐌲𐌰𐌻𐌹𐌿𐌲𐌰𐌱𐍂𐍉𐌸𐌰𐍂#Gothic,galiugabrōþar,ɡalɪuɣaβroθar,", false_brother",n,ɡalɪuɣaβroθar
𐌲𐌰𐌻𐌹𐌿𐌲𐌰𐌲𐌿𐌸,https://en.wiktionary.org/wiki/𐌲𐌰𐌻𐌹𐌿𐌲𐌰𐌲𐌿𐌸#Gothic,galiugaguþ,ɡalɪuɣaɣuθ,"false_god, idol",n,ɡalɪuɣaɣuθ
𐌲𐌰𐌻𐌹𐌿𐌲𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌻𐌹𐌿𐌲𐌰𐌽#Gothic,galiugan,ɡalɪuɣan,marry,v,ɡalɪuɣ
𐌲𐌰𐌻𐌹𐌿𐌲𐌰𐍀𐍂𐌰𐌿𐍆𐌴𐍄𐌿𐍃,https://en.wiktionary.org/wiki/𐌲𐌰𐌻𐌹𐌿𐌲𐌰𐍀𐍂𐌰𐌿𐍆𐌴𐍄𐌿𐍃#Gothic,galiugapraufētus,ɡalɪuɣaprɔɸetus,"false_prophet, pseudoprophet",n,ɡalɪuɣaprɔɸetus
𐌲𐌰𐌻𐌹𐌿𐌲𐌰𐍅𐌴𐌹𐍄𐍅𐍉𐌳𐍃,https://en.wiktionary.org/wiki/𐌲𐌰𐌻𐌹𐌿𐌲𐌰𐍅𐌴𐌹𐍄𐍅𐍉𐌳𐍃#Gothic,galiugawēitwōds,ɡalɪuɣaweɪtwoðs,false_witness,n,ɡalɪuɣaweɪtwoðs
𐌲𐌰𐌻𐌹𐌿𐌲𐌰𐍇𐍂𐌹𐍃𐍄𐌿𐍃,https://en.wiktionary.org/wiki/𐌲𐌰𐌻𐌹𐌿𐌲𐌰𐍇𐍂𐌹𐍃𐍄𐌿𐍃#Gothic,galiugaxristus,ɡalɪuɣaxrɪstus,"false_Christ, pseudomessiah",n,ɡalɪuɣaxrɪstus
𐌲𐌰𐌻𐌹𐌿𐌷𐍄𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌻𐌹𐌿𐌷𐍄𐌾𐌰𐌽#Gothic,galiuhtjan,ɡalɪuhtjan,"bring_light, illume",v,ɡalɪuhtj
𐌲𐌰𐌻𐌹𐍃𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌻𐌹𐍃𐌰𐌽#Gothic,galisan,ɡalɪsan,gather_together,v,ɡalɪs
𐌲𐌰𐌻𐌿𐌺𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌻𐌿𐌺𐌰𐌽#Gothic,galukan,ɡalukan,"lock, shut",v,ɡaluk
𐌲𐌰𐌻𐌿𐌺𐌽𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌻𐌿𐌺𐌽𐌰𐌽#Gothic,galuknan,ɡaluknan,become_closed,v,ɡalukn
𐌲𐌰𐌼𐌰𐌲𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌼𐌰𐌲𐌰𐌽#Gothic,gamagan,ɡamaɣan,avail,v,ɡamaɣ
𐌲𐌰𐌼𐌰𐌹𐌸𐍃,https://en.wiktionary.org/wiki/𐌲𐌰𐌼𐌰𐌹𐌸𐍃#Gothic,gamaiþs,ɡamɛθs,"crippled, wounded, maimed",a,ɡamɛθs
𐌲𐌰𐌼𐌰𐌹𐌽𐌳𐌿𐌸𐍃,https://en.wiktionary.org/wiki/𐌲𐌰𐌼𐌰𐌹𐌽𐌳𐌿𐌸𐍃#Gothic,gamainduþs,ɡamɛnduθs,"fellowship, communality",n,ɡamɛnduθs
𐌲𐌰𐌼𐌰𐌹𐌽𐌴𐌹,https://en.wiktionary.org/wiki/𐌲𐌰𐌼𐌰𐌹𐌽𐌴𐌹#Gothic,gamainēi,ɡamɛneɪ,"fellowship, community",n,ɡamɛneɪ
𐌲𐌰𐌼𐌰𐌹𐌽𐌸𐍃,https://en.wiktionary.org/wiki/𐌲𐌰𐌼𐌰𐌹𐌽𐌸𐍃#Gothic,gamainþs,ɡamɛnθs,"congregation, community",n,ɡamɛnθs
𐌲𐌰𐌼𐌰𐌹𐌽𐌾𐌰,https://en.wiktionary.org/wiki/𐌲𐌰𐌼𐌰𐌹𐌽𐌾𐌰#Gothic,gamainja,ɡamɛnja,partaker,n,ɡamɛnja
𐌲𐌰𐌼𐌰𐌹𐌽𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌼𐌰𐌹𐌽𐌾𐌰𐌽#Gothic,gamainjan,ɡamɛnjan,"partake, share_in_something",v,ɡamɛnj
𐌲𐌰𐌼𐌰𐌹𐌽𐍃,https://en.wiktionary.org/wiki/𐌲𐌰𐌼𐌰𐌹𐌽𐍃#Gothic,gamains,ɡamɛns,"common, shared",a,ɡamɛns
𐌲𐌰𐌼𐌰𐌹𐍄𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌼𐌰𐌹𐍄𐌰𐌽#Gothic,gamaitan,ɡamɛtan,mutilate,v,ɡamɛt
𐌲𐌰𐌼𐌰𐌻𐍅𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌼𐌰𐌻𐍅𐌾𐌰𐌽#Gothic,gamalwjan,ɡamalwjan,crush,v,ɡamalwj
𐌲𐌰𐌼𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌼𐌰𐌽#Gothic,gaman,ɡaman,"companion, fellow, partner",n,ɡaman
𐌲𐌰𐌼𐌰𐌽𐍅𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌼𐌰𐌽𐍅𐌾𐌰𐌽#Gothic,gamanwjan,ɡamanwjan,prepare,v,ɡamanwj
𐌲𐌰𐌼𐌰𐌿𐌳𐌴𐌹𐌽𐍃,https://en.wiktionary.org/wiki/𐌲𐌰𐌼𐌰𐌿𐌳𐌴𐌹𐌽𐍃#Gothic,gamaudēins,ɡamɔðeɪns,"remembrance, recollection",n,ɡamɔðeɪns
𐌲𐌰𐌼𐌰𐌿𐌳𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌼𐌰𐌿𐌳𐌾𐌰𐌽#Gothic,gamaudjan,ɡamɔðjan,remind,v,ɡamɔðj
𐌲𐌰𐌼𐌰𐌿𐍂𐌲𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌼𐌰𐌿𐍂𐌲𐌾𐌰𐌽#Gothic,gamaurgjan,ɡamɔrɡjan,"shorten, cut_short",v,ɡamɔrɡj
𐌲𐌰𐌼𐌰𐍂𐌶𐌴𐌹𐌽𐍃,https://en.wiktionary.org/wiki/𐌲𐌰𐌼𐌰𐍂𐌶𐌴𐌹𐌽𐍃#Gothic,gamarzēins,ɡamarzeɪns,"stumbling_block, impediment",n,ɡamarzeɪns
𐌲𐌰𐌼𐌰𐍂𐌶𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌼𐌰𐍂𐌶𐌾𐌰𐌽#Gothic,gamarzjan,ɡamarzjan,offend,v,ɡamarzj
𐌲𐌰𐌼𐌰𐍂𐌺𐍉𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌼𐌰𐍂𐌺𐍉𐌽#Gothic,gamarkōn,ɡamarkon,border,v,ɡamarkon
𐌲𐌰𐌼𐌰𐍄𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌼𐌰𐍄𐌾𐌰𐌽#Gothic,gamatjan,ɡamatjan,eat,v,ɡamatj
𐌲𐌰𐌼𐌴𐌻𐌴𐌹𐌽𐍃,https://en.wiktionary.org/wiki/𐌲𐌰𐌼𐌴𐌻𐌴𐌹𐌽𐍃#Gothic,gamēlēins,ɡameleɪns,"writing, scripture",n,ɡameleɪns
𐌲𐌰𐌼𐌴𐌻𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌼𐌴𐌻𐌾𐌰𐌽#Gothic,gamēljan,ɡameljan,write_down,v,ɡamelj
𐌲𐌰𐌼𐌹𐌺𐌹𐌻𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌼𐌹𐌺𐌹𐌻𐌾𐌰𐌽#Gothic,gamikiljan,ɡamɪkɪljan,magnify,v,ɡamɪkɪlj
𐌲𐌰𐌼𐌹𐌽𐌸𐌹,https://en.wiktionary.org/wiki/𐌲𐌰𐌼𐌹𐌽𐌸𐌹#Gothic,gaminþi,ɡamɪnθɪ,"memory, remembrance",n,ɡamɪnθɪ
𐌲𐌰𐌼𐌹𐍄𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌼𐌹𐍄𐌰𐌽#Gothic,gamitan,ɡamɪtan,distribute,v,ɡamɪt
𐌲𐌰𐌼𐌹𐍄𐍉𐌽𐍃,https://en.wiktionary.org/wiki/𐌲𐌰𐌼𐌹𐍄𐍉𐌽𐍃#Gothic,gamitōns,ɡamɪtons,thoughts,n,ɡamɪtons
𐌲𐌰𐌼𐌿𐌽𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌼𐌿𐌽𐌰𐌽#Gothic,gamunan,ɡamunan,"remember, keep_in_mind",v,ɡamun
𐌲𐌰𐌼𐌿𐌽𐌳𐍃,https://en.wiktionary.org/wiki/𐌲𐌰𐌼𐌿𐌽𐌳𐍃#Gothic,gamunds,ɡamunds,remembrance,n,ɡamunds
𐌲𐌰𐌼𐍉𐍄𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌼𐍉𐍄𐌰𐌽#Gothic,gamōtan,ɡamotan,"have_space, have_room",v,ɡamot
𐌲𐌰𐌼𐍉𐍄𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌼𐍉𐍄𐌾𐌰𐌽#Gothic,gamōtjan,ɡamotjan,"meet, encounter",v,ɡamotj
𐌲𐌰𐌽𐌰𐌲𐌻𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌽𐌰𐌲𐌻𐌾𐌰𐌽#Gothic,ganagljan,ɡanaɣl̥jan,nail,v,ɡanaɣl̥j
𐌲𐌰𐌽𐌰𐌹𐍄𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌽𐌰𐌹𐍄𐌾𐌰𐌽#Gothic,ganaitjan,ɡanɛtjan,"handle_shamefully, mistreat, abuse",v,ɡanɛtj
𐌲𐌰𐌽𐌰𐌼𐌽𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌽𐌰𐌼𐌽𐌾𐌰𐌽#Gothic,ganamnjan,ɡanamn̥jan,"name, designate",v,ɡanamn̥j
𐌲𐌰𐌽𐌰𐌽𐌸𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌽𐌰𐌽𐌸𐌾𐌰𐌽#Gothic,gananþjan,ɡananθjan,"finish, stop, cease",v,ɡananθj
𐌲𐌰𐌽𐌰𐌿𐌷𐌰,https://en.wiktionary.org/wiki/𐌲𐌰𐌽𐌰𐌿𐌷𐌰#Gothic,ganauha,ɡanɔha,sufficiency,n,ɡanɔha
𐌲𐌰𐌽𐌰𐌿𐌷𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌽𐌰𐌿𐌷𐌰𐌽#Gothic,ganauhan,ɡanɔhan,suffice,v,ɡanɔh
𐌲𐌰𐌽𐌰𐍃𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌽𐌰𐍃𐌾𐌰𐌽#Gothic,ganasjan,ɡanasjan,"save, rescue",v,ɡanasj
𐌲𐌰𐌽𐌰𐍄𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌽𐌰𐍄𐌾𐌰𐌽#Gothic,ganatjan,ɡanatjan,"make_wet, wash",v,ɡanatj
𐌲𐌰𐌽𐌰𐍅𐌹𐍃𐍄𐍂𐍉𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌽𐌰𐍅𐌹𐍃𐍄𐍂𐍉𐌽#Gothic,ganawistrōn,ɡanawɪstron,bury,v,ɡanawɪstron
𐌲𐌰𐌽𐌹𐌸𐌾𐌹𐍃,https://en.wiktionary.org/wiki/𐌲𐌰𐌽𐌹𐌸𐌾𐌹𐍃#Gothic,ganiþjis,ɡanɪθjɪs,kinsman,n,ɡanɪθjɪs
𐌲𐌰𐌽𐌹𐌼𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌽𐌹𐌼𐌰𐌽#Gothic,ganiman,ɡanɪman,take,v,ɡanɪm
𐌲𐌰𐌽𐌹𐌿𐍄𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌽𐌹𐌿𐍄𐌰𐌽#Gothic,ganiutan,ɡanɪutan,"get_, hold_of, obtain",v,ɡanɪut
𐌲𐌰𐌽𐌹𐍃𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌽𐌹𐍃𐌰𐌽#Gothic,ganisan,ɡanɪsan,"be_saved, be_healed",v,ɡanɪs
𐌲𐌰𐌽𐌹𐍃𐍄𐍃,https://en.wiktionary.org/wiki/𐌲𐌰𐌽𐌹𐍃𐍄𐍃#Gothic,ganists,ɡanɪsts,"salvation, health",n,ɡanɪsts
𐌲𐌰𐌽𐍃𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌽𐍃𐌾𐌰𐌽#Gothic,gansjan,ɡansjan,"be_, cause_of, generate",v,ɡansj
𐌲𐌰𐌽𐍉𐌷𐌽𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌽𐍉𐌷𐌽𐌰𐌽#Gothic,ganōhnan,ɡanohnan,become_abundant_or_sufficient,v,ɡanohn
𐌲𐌰𐌽𐍉𐌷𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌽𐍉𐌷𐌾𐌰𐌽#Gothic,ganōhjan,ɡanohjan,satisfy,v,ɡanohj
𐌲𐌰𐌽𐍉𐌷𐍃,https://en.wiktionary.org/wiki/𐌲𐌰𐌽𐍉𐌷𐍃#Gothic,ganōhs,ɡanohs,"abundant, plentiful, sufficient",a,ɡanohs
𐌲𐌰𐌾𐌹𐌿𐌺𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌾𐌹𐌿𐌺𐌰𐌽#Gothic,gajiukan,ɡajɪukan,"overcome, conquer",v,ɡajɪuk
𐌲𐌰𐌾𐌿𐌺,https://en.wiktionary.org/wiki/𐌲𐌰𐌾𐌿𐌺#Gothic,gajuk,ɡajuk,", pair, couple",n,ɡajuk
𐌲𐌰𐌾𐌿𐌺𐌰,https://en.wiktionary.org/wiki/𐌲𐌰𐌾𐌿𐌺𐌰#Gothic,gajuka,ɡajuka,companion,n,ɡajuka
𐌲𐌰𐌾𐌿𐌺𐍉,https://en.wiktionary.org/wiki/𐌲𐌰𐌾𐌿𐌺𐍉#Gothic,gajukō,ɡajuko,companion,n,ɡajuko
𐌲𐌰𐌿𐌼𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌲𐌰𐌿𐌼𐌾𐌰𐌽#Gothic,gaumjan,ɡɔmjan,"notice, heed",v,ɡɔmj
