got_lemma,Wortart,Deutsche Bedeutung,Englische Bedeutung,got_links,got_occurences,got_certainty,got_reconstructedness,got_ipa,got_en,got_pos
atniman,V.,"aufnehmen, versetzen, annehmen","take unto, transfer to, bring into",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=28,['1'],certain,form,atnɪman,"take_unto, transfer_to, bring_into",v
atochta,Adj.,schlecht,bad,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=28,['1'],certain,,atochta,bad,a
atrinnan,V.,"hinzulaufen, hinzurennen","run thither, run up to, come up",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=28,['1'],certain,form,atrɪnnan,"run_thither, run_up_to, come_up",v
atsaíƕan,V.,"sehen auf, sich in Acht nehmen, sich hüten","give heed, watch out, be careful, be watchful, note (V.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=28,['109'],certain,form,atsɛhwan,"give_heed, watch_out, be_careful, be_watchful, note",v
atsatjan,V.,darstellen,"present (V.), set before",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=29,['3'],certain,,atsatjan,"present, set_before",v
atsnarpjan,V.,"anfassen, anrühren, berühren, angreifen","pinch (V.), grasp (V.), touch (V.), make shrivelled by touching, crumple, make w>>>",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=29,['1'],certain,form,atsnarpjan,"pinch, grasp, touch, make_shrivelled_by_touching, crumple, make_w",v
atsniwan,V.,hinzueilen,"hasten thither, reach with haste, arrive with haste",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=29,[],uncertain,word,atsnɪwan,"hasten_thither, reach_with_haste, arrive_with_haste",v
atstandan,V.,"dabeistehen, eintreten, hinzukommen, hinzutreten, zugegen sein (V.)","stand adjacently, stand within reach, stand near, stand nearby, come to stand ne>>>",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=29,['8'],certain,form,atstandan,"stand_adjacently, stand_within_reach, stand_near, stand_nearby, come_to_stand_ne",v
atsteigan,V.,hinabsteigen,"climb down, descend",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=29,['16'],certain,form,atstiɣan,"climb_down, descend",v
atta,M.,"Vater, Vorfahre",father (M.),https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=29,['241240'],certain,,atta,father,n
attēkan,V.,"berühren, anrühren","touch (V.), make contact with, lay one’s touch upon",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=29,['21'],certain,,attekan,"touch, make_contact_with, lay_ones_touch_upon",v
attiuhan,V.,"herbeiziehen, herbeiführen, herbeibringen, hereinführen, bringen","bring up, take up, convey (V.), conduct into proximity",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=29,['12'],certain,,attɪuhan,"bring_up, take_up, convey, conduct_into_proximity",v
atþinsan,V.,"heranziehen, herbeiziehen, herzuziehen","draw towards, pull up to",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=29,['2'],certain,form,atθɪnsan,"draw_towards, pull_up_to",v
atugs,Adj.,schlecht,bad,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=29,[],uncertain,word,atuɣs,bad,a
atwaírpan,V.,"hinwerfen, hinstrecken, werfen","make arrive at by throwing, make reach by throwing, hurl into the location of, c>>>",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=29,['4'],certain,,atwɛrpan,"make_arrive_at_by_throwing, make_reach_by_throwing, hurl_into_the_location_of, c",v
atwalwjan,V.,"hinzuwälzen, hinwälzen","roll up, make roll up, roll against, move to by rolling",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=29,['1'],certain,form,atwalwjan,"roll_up, make_roll_up, roll_against, move_to_by_rolling",v
atwandjan,V.,"zuwenden, zurückkehren","make arrive at by turning, make turn forth to, return (V.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=29,['1'],certain,form,atwandjan,"make_arrive_at_by_turning, make_turn_forth_to, return",v
atwisan,V.,"da sein (V.), zur Hand liegen","be at hand, be imminent, be present",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=29,['3'],certain,form,atwɪsan,"be_at_hand, be_imminent, be_present",v
atwitains,F.,"Beobachten, Beobachtung, Wahrnehmung","surveillance, watchfulness, observation, look-out",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=29,['1'],certain,form,atwɪtaɪns,"surveillance, watchfulness, observation, lookout",n
atwitan,V.,beobachten,"observe, be on the lookout",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=29,[],uncertain,word,atwɪtan,"observe, be_on_the_lookout",v
atwōpjan,V.,herbeirufen,"summon (V.), call to o.s., call hither, call thither",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=29,['6'],certain,,atwopjan,"summon, call_to_os, call_hither, call_thither",v
aþa,,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=29,['1'],certain,word,aθa,,nvar
aþa,Interj.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=29,['2'],certain,word,aθa,,r
aþal,N.,Adel (M.) (1),nobility,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=29,[],uncertain,word,aθal,nobility,n
aþals,Adj.,edel,noble (Adj.),https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=30,[],uncertain,word,aθals,noble,a
aþans,Adj.,edel,noble (Adj.),https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=30,[],uncertain,word,aθans,noble,a
aþn,"M., N.",Jahr,"period of the year, season (N.), term of the year",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=30,['1'],certain,form,aθn,"period_of_the_year, season, term_of_the_year",nn
aþns,"M., N.",Jahr,"period of the year, season (N.), term of the year",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=30,[],certain,form,aθns,"period_of_the_year, season, term_of_the_year",nn
aþni,N.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=30,[],uncertain,word,aθnɪ,,n
aþns,"M., N.",,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=30,[],uncertain,word,aθns,,nn
aþþan,Konj.,"aber doch, aber ja, aber nun, denn, also, nun, und","but then, but nonetheless, but, however although, though",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=30,['240'],certain,,aθθan,"but_then, but_nonetheless, but, however_although, though",r
audagei,F.,Seligkeit,"luck, happiness, bliss",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=30,['1'],certain,,auðaɣi,"luck, happiness, bliss",n
audagjan,V.,selig preisen,"bless (V.), deem fortunate, regard as blest",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=30,['1'],certain,form,auðaɣjan,"bless, deem_fortunate, regard_as_blest",v
audags,Adj.,"vom Schicksal begabt, selig","fortunate, blessed, blest",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=30,['15'],certain,,auðaɣs,"fortunate, blessed, blest",a
audahafts,Adj.,"beglückt, begnadigt, beseligt, selig","fortunate (Adj.), blessed",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=30,['1'],certain,form,auðahaɸts,"fortunate, blessed",a
audsauþs,"M., N.","Habe, Gut","fortune, prosperity",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=30,[],certain,word,auðsauθs,"fortune, prosperity",nn
aúftō,Adv.,"allerdings, wohl, vielleicht, etwa","in all probability, indeed, perhaps, certainly, be sure, no doubt",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=30,['2120'],certain,,ɔɸto,"in_all_probability, indeed, perhaps, certainly, be_sure, no_doubt",r
augadaúrō,N.,"„Augentür“, Fenster",window,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=30,['1'],certain,form,auɣaðɔro,window,n
augi,N.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=30,[],uncertain,word,auɣɪ,,n
augiba,Adv.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=30,[],uncertain,word,auɣɪβa,,r
augjan,V.,zeigen,"put before the eyes, show (V.), exhibit",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=30,['2'],certain,form,auɣjan,"put_before_the_eyes, show, exhibit",v
augjō,Adv.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=30,[],uncertain,word,auɣjo,,r
augō,N.,Auge,eye,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=30,['55'],certain,,auɣo,eye,n
áuhjōdus,M.,Lärm,"uproar (N.), noise, noisy tumult",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=30,['2'],certain,form,auhjoðus,"uproar, noise, noisy_tumult",n
auhjōn,V.,"lärmen, schreien","make a noise, be tumultuously noisy, make an uproar",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=30,['2'],certain,form,auhjon,"make_a_noise, be_tumultuously_noisy, make_an_uproar",v
aúhmists,"Adj., Adj.",,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=31,[],certain,form,ɔhmɪsts,,aa
aúhns,M.,Ofen,oven,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=31,['1'],certain,form,ɔhns,oven,n
aúhsa,M.,"Ochse, Rind",ox,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=31,['1'],certain,form,ɔhsa,ox,n
aúhsus,M.,"Ochse, Rind",ox,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=31,['5'],certain,form,ɔhsus,ox,n
aúhuma,"Adj., Adj.","höher, erhaben, vorzüglicher","higher, above",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=31,['33'],certain,form,ɔhuma,"higher, above",aa
aúhumists,"Adj., Adj.",,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=31,[],certain,,ɔhumɪsts,,aa
auja,F.,Glück,fortune,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=31,['4'],certain,,auja,fortune,n
auk,Konj.,"denn, nämlich, aber, auch, und","furthermore, moreover, besides, for, but, also, since",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=31,['288287'],certain,,auk,"furthermore, moreover, besides, for, but, also, since",r
aukan,V.,"sich mehren, sich vermehren","become greater, increase (V.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=31,['1'],certain,form,aukan,"become_greater, increase",v
auknan,V.,"sich mehren, dargebracht werden","become increased, grow larger",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=31,['1'],certain,form,auknan,"become_increased, grow_larger",v
auna,Sb.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=31,[],certain,word,auna,,n
aur,M.,"Sand, Kies","sand (N.), grit (N.), gravel (N.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=31,['1'],certain,word,aur,"sand, grit, gravel",n
aur,M.,Meer?,sea,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=31,['2'],certain,word,aur,sea,n
aurahi,F.,"Grabdenkmal, Grab, Grabmal","grave, burial-place, monument, tomb",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=31,['3'],certain,form,aurahɪ,"grave, burialplace, monument, tomb",n
aurahjō,F.,"Grabdenkmal, Grab, Grabmal","grave, burial-place, monument, tomb",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=31,[],uncertain,form,aurahjo,"grave, burialplace, monument, tomb",n
aurahjō,F.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=31,[],certain,form,aurahjo,,n
aurahs,Adj.,"sandig, kiesig","sandy, earthen, gravelly",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=31,[],uncertain,word,aurahs,"sandy, earthen, gravelly",a
aúrāli,N.,Schweißtuch,"facial sweat-cloth, towel (N.), napkin",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=31,['1'],certain,form,ɔralɪ,"facial_sweatcloth, towel, napkin",n
aúrkeis,"M., M.",Krug (M.) (1),"pitcher, water pot",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=31,['2'],certain,form,ɔrkis,"pitcher, water_pot",nn
aurkjus,"M., M.",Krug (M.) (1),"pitcher, water pot",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=31,[],uncertain,form,aurkjus,"pitcher, water_pot",nn
aúrkjus,M.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=31,[],certain,form,ɔrkjus,,n
aúrtigards,M.,Garten,garden,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=31,['2'],certain,,ɔrtɪɣards,garden,n
aúrtja,M.,"Landmann, Winzer","vineyard caretaker, tenant farmer, vintner, husbandman",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=32,['4'],certain,form,ɔrtja,"vineyard_caretaker, tenant_farmer, vintner, husbandman",n
aúrts,M.,Garten,garden,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=32,[],uncertain,word,ɔrts,garden,n
aus,F.,"weibliches Schaf, Mutterschaf",ewe,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=32,[],certain,word,aus,ewe,n
aus,Adj.,"glänzend?, hell?, morgendlich?","shining (Adj.)?, bright?, morning (Adj.)?",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=32,[],certain,word,aus,"shining, bright, morning",a
ausahriggs,M.,Ohrring,earring,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=32,[],certain,word,ausahrɪŋɡs,earring,n
ausō,N.,Ohr,ear,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=32,['16'],certain,,auso,ear,n
austra,Sb.,Osten,east,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=32,[],uncertain,word,austra,east,n
Austrogoti,M.,Ostgoten,Ostrogoths,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=32,[],certain,,austroɣotɪ,Ostrogoths,n
auþeis,Adj.,"öde, kinderlos, unfruchtbar, wüst, verlassen (Adj.)","barren, desolate (Adj.), deserted, desert (Adj.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=32,['6'],certain,form,auθis,"barren, desolate, deserted, desert",a
auþs,Adj.,"öde, kinderlos, unfruchtbar, wüst, verlassen (Adj.)","barren, desolate (Adj.), deserted, desert (Adj.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=32,[],uncertain,form,auθs,"barren, desolate, deserted, desert",a
auþida,F.,"Wüste, Einöde","desert (N.), wasteland, wilderness",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=32,['18'],certain,,auθɪða,"desert, wasteland, wilderness",n
auþs,"M., N.",,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=32,['1'],certain,word,auθs,,nn
auþs,Adj.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=32,['2'],certain,,auθs,,a
awa,M.,Großvater,grandfather,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=32,[],uncertain,word,awa,grandfather,n
awēþi,N.,Schafherde,"flock of sheep, herd of sheep",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=32,['3'],certain,,aweθɪ,"flock_of_sheep, herd_of_sheep",n
awi,Sb.,Au,meadow,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=32,['1'],certain,word,awɪ,meadow,n
awi,"N., F.","Glück, göttlicher Schutz","fortune, divine auspices",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=32,['2'],certain,word,awɪ,"fortune, divine_auspices",nn
auja,"N., F.","Glück, göttlicher Schutz","fortune, divine auspices",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=32,[],uncertain,,auja,"fortune, divine_auspices",nn
awi,Adj.,gut,good (Adj.),https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=32,['3'],certain,word,awɪ,good,a
awiliudōn,V.,"danken, preisen","thank (V.), offer a prayer of thanksgiving",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=32,['24'],certain,,awɪlɪuðon,"thank, offer_a_prayer_of_thanksgiving",v
awiliuþ,N.,"Dank, Danksagung, Gnade","prayer of gratitude, worshipful thanks, thanksgiving",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=32,['16'],certain,,awɪlɪuθ,"prayer_of_gratitude, worshipful_thanks, thanksgiving",n
awistr,N.,Schafstall,"pen for ewes, sheepfold",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=32,['1'],certain,form,awɪstr,"pen_for_ewes, sheepfold",n
awō,F.,Großmutter,grandmother,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=33,['1'],certain,form,awo,grandmother,n
aza,F.,a-Rune,name of a-rune,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=33,['1'],certain,,aza,name_of_arune,n
azētaba,Adv.,"leicht, gern","easily, comfortably, with pleasure",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=33,['1'],certain,,azetaβa,"easily, comfortably, with_pleasure",r
azēti,N.,"Leichtigkeit, Vergnügen, Lust, Annehmlichkeit, z-Rune","ease (N.), comfort (N.), pleasure, name of z-rune",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=33,['2'],uncertain,form,azetɪ,"ease, comfort, pleasure, name_of_zrune",n
azēts,Adj.,"leicht, erträglich","easy (Adj.), comfortable, pleasurable",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=33,['5'],certain,form,azets,"easy, comfortable, pleasurable",a
azgō,F.,Asche,"ashes, ash, cinder",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=33,['4'],certain,form,azɡo,"ashes, ash, cinder",n
azwme,Sb.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=33,[],certain,,azwme,,n
azwmus,M.,ungesäuertes Brot,unleavened bread,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=33,['1'],certain,form,azwmus,unleavened_bread,n
b,Buchstabe,"b, Abkürzung für 2","b, abbreviation for 2",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=33,['9'],certain,,b,"b, abbreviation_for_2",r
ba,"Konj., Partikel",wenn,"if, even if",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=33,"['1', '1']",certain,,ba,"if, even_if",rr
ba,Adv.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=33,['2'],certain,,ba,,r
ba,"Pron., N.",,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=33,['3'],certain,,ba,,rn
baar,N.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=33,[],certain,,baar,,n
badi,N.,Bett,"bed (N.), pallet",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=33,['7'],certain,form,baðɪ,"bed, pallet",n
badu,M.,Kampf,"fight (N.), battle (N.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=33,[],certain,word,baðu,"fight, battle",n
badus,M.,Kampf,"fight (N.), battle (N.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=33,[],certain,word,baðus,"fight, battle",n
badus,M.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=33,[],certain,word,baðus,,n
baggwiþa,F.,Wohnung,"dwelling (N.), home (N.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=33,[],certain,word,baɡɡwɪθa,"dwelling, home",n
bagks,M.,Bank (F.) (1),bench,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=33,[],uncertain,word,baŋks,bench,n
bagms,M.,Baum,tree,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=33,['12'],certain,,baɣms,tree,n
bai,Adj.,beide,both,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=33,"['1', '7']",certain,,baɪ,both,a
